testID, questionID, MC, POINTS, CORRECT, gptRATE, gptTOPIC
16-11-19-A, Q12,,3,1,"[3,3,5,2,5,2,5,3,3,3, 4]", "[Calculus, Velocity, Distance Traveled]",
16-11-19-A, Q13,,3,1,"[3,4,5,2,5,2,5,3,3,3, 3]", "[Probability, Set Theory, Conditional Probability]",
16-11-19-A, Q14,,4,1,"[4,5,5,3,5,3,5,4,4,4, 4]", "[Piecewise Functions, Continuity, Algebra]",
16-11-19-A, Q15,,4,1,"[4,4,5,3,5,3,5,4,4,4, 4]", "[Arithmetic Sequences, Algebra, Equations]",
16-11-19-A, Q16,,4,1,"[4,4,5,3,5,3,5,4,4,4, 5]", "[Statistics, Confidence Intervals, Normal Distribution]",
16-11-19-A, Q17,,4,1,"[5,5,5,4,5,4,5,5,4,4, 5]", "[Geometry, Convergence, Infinite Series]",
16-11-19-A, Q18,,4,1,"[5,5,5,3,5,3,5,4,4,4, 4]", "[Quadratic Functions, Limits, Algebra]",
16-11-19-A, Q19,,4,1,"[5,5,5,4,5,3,5,4,4,4, 5]", "[Combinatorics, Probability, Expected Value]",
16-11-19-A, Q20,,4,1,"[5,5,5,4,5,3,5,4,4,4, 4]", "[Calculus, Critical Points, Integrals, Properties of Functions]"
16-11-19-A, Q21,,4,1,"[5,5,5,4,5,4,5,4,4,4, 5]", "[Piecewise Functions, Geometry, Lattice Points, Sum Calculations]"
16-11-19-A, Q22,,3,1,"[2,2,4,1,5,2,5,2,3,3, 2]", "[Permutations, Combinations, Basic Arithmetic]",
16-11-19-A, Q23,,3,1,"[2,3,4,1,5,2,5,2,3,3, 3]", "[Calculus, Derivatives, Polynomial Functions]",
16-11-19-A, Q24,,3,1,"[3,3,4,2,5,2,5,3,3,3, 3]", "[Set Theory, Complement of a Set, Basic Algebra]",
16-11-19-A, Q25,,3,1,"[3,3,4,2,5,3,5,3,3,3, 3]", "[Functions, Sequences, Summation]",
16-11-19-A, Q26,,4,1,"[4,4,5,3,5,3,5,4,4,4, 4]", "[Calculus, Derivatives, Geometry of Curves]",
16-11-19-A, Q27,,4,1,"[4,4,5,3,5,3,5,4,4,4, 4]", "[Combinatorics, Number Theory, Integer Solutions]",
16-11-19-A, Q28,,4,1,"[4,5,5,4,5,4,5,4,4,4, 4]", "[Limits, Exponential and Radical Functions, Sequences]",
16-11-19-A, Q29,,4,1,"[4,5,5,4,5,4,5,4,5,4, 4]", "[Normal Distribution, Probability Density, Standard Scores]",
16-11-19-A, Q30,,4,1,"[5,5,5,4,5,5,5,4,5,4, 5]", "[Inverse Functions, Differentiation, Polynomial Equations, Maximum and Minimum Values]"
16-11-19-B, Q1,,2,1,"[2,3,5,1,5,2,5,3,4,2, 2]", "[Vector Operations, Arithmetic Operations]",,
16-11-19-B, Q2,,2,0,"[3,3,5,2,5,3,5,4,3,3, 4]", "[Limits, Exponential Functions]",,
16-11-19-B, Q3,,2,1,"[2,3,5,1,5,2,5,3,4,2, 3]", "[Integrals, Trigonometric Functions]",,
16-11-19-B, Q4,,3,1,"[3,4,5,2,5,3,5,4,4,3, 3]", "[Probability Theory, Conditional Probability]",,
16-11-19-B, Q5,,3,1,"[2,3,5,2,5,2,5,3,4,2, 2]", "[Combinatorics, Number Theory]",,
16-11-19-B, Q6,,3,1,"[4,4,5,3,5,3,5,4,4,4, 5]", "[Functions, Inverse Functions, Derivatives]",
16-11-19-B, Q7,,3,1,"[3,3,5,2,5,3,5,4,4,3, 3]", "[Probability Theory, Combinatorics]",,
16-11-19-B, Q8,,3,0,"[4,4,5,3,5,3,5,4,4,4, 4]", "[Coordinate Geometry, Ratio, Line Segments]",
16-11-19-B, Q9,,3,1,"[3,3,5,2,5,3,5,4,3,3, 4]", "[Integrals, Logarithmic Functions]",,
16-11-19-B, Q10,,3,1,"[4,4,5,3,5,3,5,4,4,4, 4]", "[Motion, Derivatives, Parametric Equations]",
16-11-19-B, Q11,,3,1,"[4,4,5,3,5,4,5,4,4,3, 5]", "[Calculus, Volume, Solids of Revolution]",
16-11-19-B, Q12,,3,1,"[4,4,5,3,5,3,5,4,4,4, 4]", "[Vectors, Planes, Trigonometry]",
16-11-19-B, Q13,,3,1,"[5,4,5,3,5,3,5,4,4,3, 4]", "[Probability Theory, Normal Distribution, Statistics]",
16-11-19-B, Q14,,4,1,"[5,4,5,4,5,3,5,4,5,4, 5]", "[Geometry, Limits, Trigonometry]",
16-11-19-B, Q15,,4,1,"[5,4,5,3,5,3,5,4,5,4, 5]", "[Calculus, Derivatives, Geometry, Optimization]"
16-11-19-B, Q16,,4,1,"[5,4,5,3,5,3,5,4,5,4, 5]", "[Vectors, Dot Product, Distance, Geometry]"
16-11-19-B, Q17,,4,1,"[5,5,5,3,5,3,5,4,4,3, 4]", "[Combinatorics, Probability Theory, Expectation, Random Variables]"
16-11-19-B, Q18,,4,1,"[5,5,5,3,5,3,5,4,4,3, 5]", "[Normal Distribution, Probability Theory, Z-scores, Statistics]"
16-11-19-B, Q19,,4,1,"[5,5,5,4,5,3,5,4,4,3, 5]", "[Conic Sections, Geometry, Tangent Lines, Ellipse]"
16-11-19-B, Q20,,4,1,"[5,4,5,4,5,3,5,4,4,3, 5]", "[Calculus, Integrals, Derivatives, Analysis]"
16-11-19-B, Q21,,4,1,"[5,4,5,3,5,3,5,4,4,3, 5]", "[Calculus, Integrals, Analysis]",
16-11-19-B, Q22,,3,1,"[2,2,5,1,5,1,5,2,2,1, 2]", "[Mathematical Constants, Harmonic Numbers]",,
16-11-19-B, Q23,,3,1,"[3,3,5,2,5,2,5,3,3,3, 3]", "[Inequalities, Exponents, Algebra]",
16-11-19-B, Q24,,3,1,"[5,4,5,3,5,3,5,4,4,3, 5]", "[Geometry, Tangency, Planes, Spheres]"
16-11-19-B, Q25,,3,1,"[5,4,5,3,5,3,5,4,4,3, 5]", "[Trigonometry, Equations, Solutions]",
16-11-19-B, Q26,,4,1,"[5,5,5,4,5,3,5,4,4,3, 5]", "[Probability, Combinatorics, Card Draws]",
16-11-19-B, Q27,,4,1,"[5,4,5,3,5,3,5,4,4,3, 5]", "[Number Theory, Modular Arithmetic, Divisibility, Combinatorics]"
16-11-19-B, Q28,,4,1,"[5,4,5,3,5,4,5,4,4,3, 5]", "[Conic Sections, Hyperbolas, Geometry]",
16-11-19-B, Q29,,4,1,"[5,4,5,3,5,4,5,4,4,3, 5]", "[Vectors, Geometry, 3D Geometry]",
16-11-19-B, Q30,,4,1,"[4,3,4,3,4,4,5,4,4,4, 3]", "[Functions, Local Extrema, Optimization]",
17-11-24-A, Q1,,2,1,"[2,2,5,1,5,2,5,2,3,2, 2]", "[Exponents, Fractional Powers, Arithmetic Operations]",,
17-11-24-A, Q2,,2,1,"[2,3,5,2,5,2,5,3,3,2, 3]", "[Set Theory, Algebra]",,,
17-11-24-A, Q3,,2,1,"[3,3,5,2,5,2,5,2,3,3, 3]", "[Limits, Exponents, Arithmetic Operations]",,
17-11-24-A, Q4,,3,0,"[3,3,5,2,5,2,5,3,3,3, 3]", "[Function Composition, Functions]",,,
17-11-24-A, Q5,,3,1,"[4,4,5,2,5,3,5,4,3,3, 3]", "[Limits, Functions, Graph Analysis]",,
17-11-24-A, Q6,,3,1,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Algebra, Inequalities, Set Theory]",,
17-11-24-A, Q7,,3,1,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Probability, Set Theory, Conditional Probability]",,
17-11-24-A, Q8,,3,0,"[4,4,5,3,5,3,5,4,4,4, 4]", "[Combinatorics, Partition Theory]",,,
17-11-24-A, Q9,,3,1,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Calculus, Integration, Algebra]",,
17-11-24-A, Q10,,3,1,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Probability, Set Theory, Conditional Probability]",,
17-11-24-A, Q11,,3,0,"[4,4,5,3,5,4,5,3,4,3, 4]", "[Coordinate Geometry, Integer Solutions, Functions]",,
17-11-24-A, Q12,,3,1,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Binomial Theorem, Algebra, Exponents]",,
17-11-24-A, Q13,,3,1,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Recursion, Sequences, Mathematical Induction]",,
17-11-24-A, Q14,,4,1,"[4,4,5,3,5,3,5,4,4,4, 4]", "[Sequences, Arithmetic Sequences, Algebra]",,
17-11-24-A, Q15,,4,1,"[4,4,5,4,5,3,5,4,4,3, 4]", "[Statistics, Normal Distribution, Probability]",,
17-11-24-A, Q16,,4,0,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Logarithms, Algebra]",,,
17-11-24-A, Q17,,4,1,"[5,5,5,4,5,4,5,5,5,4, 5]", "[Probability, Expectation, Variance, Transformations of Random Variables]",
17-11-24-A, Q18,,4,0,"[5,5,5,4,5,4,5,5,5,4, 5]", "[Calculus, Limits, Derivatives, Cubic Functions]",
17-11-24-A, Q19,,4,0,"[5,5,5,4,5,4,5,5,5,4, 5]", "[Geometric Sequences, Limits, Geometry, Fractals]",
17-11-24-A, Q20,,4,0,"[5,5,5,4,5,4,5,5,5,4, 5]", "[Calculus, Derivatives, Critical Points, Functions, Local Extrema]"
17-11-24-A, Q21,,4,0,"[5,5,5,4,5,4,5,5,5,4, 5]", "[Functions, Composition of Functions, Graph Analysis, Interval Analysis]",
17-11-24-A, Q22,,3,1,"[2,1,5,1,5,1,5,1,2,1, 1]", "[Combinatorics, Binomial Coefficients]",,,
17-11-24-A, Q23,,3,1,"[2,2,5,1,5,2,5,1,2,1, 1]", "[Calculus, Derivatives, Polynomial Functions]",,
17-11-24-A, Q24,,3,1,"[2,3,5,2,5,2,5,2,3,2, 2]", "[Set Theory, Operations on Sets, Complementation]",,
17-11-24-A, Q25,,3,1,"[3,3,5,2,5,3,5,2,3,3, 2]", "[Calculus, Limits, Function Behavior, Continuity]",
17-11-24-A, Q26,,4,1,"[4,4,5,3,5,3,5,4,4,3, 5]", "[Calculus, Area Between Curves, Integration]",,
17-11-24-A, Q27,,4,1,"[4,4,5,3,5,3,5,4,4,3, 5]", "[Sequences, Summation, Algebraic Manipulation]",,
17-11-24-A, Q28,,4,1,"[4,3,5,3,5,2,5,2,4,3, 5]", "[Probability, Binomial Distribution, Coin Flipping]",,
17-11-24-A, Q29,,4,0,"[5,4,4,4,5,4,5,5,3,4, 5]", "[Piecewise Functions, Differentiability, Inequalities]",,
17-11-24-A, Q30,,4,0,"[5,5,5,4,5,5,4,5,5, 5]", "[Piecewise Functions, Calculus, Sequences]",,,
17-11-24-B, Q1,,2,1,"[2,3,5,2,5,1,5,2,3,1, 2]", "[Vector Addition, Arithmetic Operations]",,
17-11-24-B, Q2,,2,1,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Limits, Logarithmic Functions, Exponential Functions]",
17-11-24-B, Q3,,2,1,"[3,4,5,3,5,2,5,3,3,2, 3]", "[Coordinate Geometry, Section Formula]",,
17-11-24-B, Q4,,3,1,"[3,3,5,3,5,2,5,3,3,2, 3]", "[Probability, Set Theory]",,
17-11-24-B, Q5,,3,1,"[3,4,5,3,5,3,5,4,4,2, 4]", "[Functions, Exponential Functions, Optimization]",
17-11-24-B, Q6,,3,1,"[4,3,5,3,5,3,5,4,3,2, 4]", "[Binomial Theorem, Polynomial Expansion]",,
17-11-24-B, Q7,,3,1,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Trigonometric Equations, Algebraic Manipulation]",,
17-11-24-B, Q8,,3,1,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Ellipses, Conic Sections, Geometry]",
17-11-24-B, Q9,,3,1,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Differentiation, Limits, Quotient Rule]",
17-11-24-B, Q10,,3,1,"[3,3,5,4,5,3,5,4,4,2, 4]", "[Probability, Normal Distribution, Central Limit Theorem]",
17-11-24-B, Q11,,3,1,"[4,4,5,3,5,3,5,4,4,3, 4]", "[Inverse Functions, Differentiation, Product Rule]",
17-11-24-B, Q12,,3,0,"[5,4,5,4,5,4,5,5,4,3, 5]", "[Definite Integrals, Area between Curves, Exponential Functions]",
17-11-24-B, Q13,,3,1,"[3,3,5,3,5,2,5,3,3,2, 3]", "[Probability, Combinatorics, Conditional Probability]",
17-11-24-B, Q14,,4,0,"[5,4,5,4,5,4,5,5,4,3, 5]", "[Trigonometry, Geometry, Vectors]",
17-11-24-B, Q15,,4,0,"[5,4,5,3,5,3,5,5,4,3, 5]", "[Integration, Composite Functions, Logarithmic Functions]",
17-11-24-B, Q16,,4,1,"[5,4,5,3,5,3,5,4,4,3, 5]", "[Parametric Equations, Velocity, Trigonometry]",
17-11-24-B, Q17,,4,0,"[5,5,5,4,5,4,5,5,4,3, 5]", "[Geometry, Limits, Trigonometry]",
17-11-24-B, Q18,,4,0,"[4,3,5,3,5,2,5,4,4,2, 4]", "[Combinatorics, Counting Principles]",,
17-11-24-B, Q19,,4,0,"[5,5,5,4,5,3,5,5,4,3, 5]", "[Probability, Combinatorics, Random Variables]",
17-11-24-B, Q20,,4,1,"[5,5,5,4,5,4,5,5,4,3, 5]", "[Geometry, Planes, Distance in 3D Space]",
17-11-24-B, Q21,,4,0,"[5,4,5,4,5,3,5,5,4,3, 5]", "[Piecewise Functions, Differentiation, Optimization]",
17-11-24-B, Q22,,3,0,"[1,1,5,1,5,1,5,1,1,1, 5]", "[Combinatorics, Binomial Coefficients]",,
17-11-24-B, Q23,,3,1,"[2,3,5,1,5,1,5,4,1,3, 5]", "[Differentiation, Logarithmic Functions]",,
17-11-24-B, Q24,,3,0,"[4,4,5,2,5,2,5,4,3,3, 5]", "[Implicit Differentiation, Tangent Lines]",,
17-11-24-B, Q25,,3,1,"[3,3,5,2,5,3,5,4,3,3, 5]", "[Coordinate Geometry, Line Equation, Perpendicular Vectors]",
17-11-24-B, Q26,,4,0,"[5,5,5,3,5,3,5,5,4,4, 5]", "[Probability, Normal Distribution, Z-Scores]",
17-11-24-B, Q27,,4,0,"[4,5,5,3,5,3,5,5,4,4, 5]", "[Conic Sections, Hyperbolas, Geometry, Tangents]"
17-11-24-B, Q28,,4,0,"[5,4,5,2,5,4,5,4,4,5, 4]", "[Combinatorics, Probability, Algebra, Polynomials]"
17-11-24-B, Q29,,4,0,"[4,3,5,3,5,4,5,3,4,3, 3]", "[Geometry, Analytical Geometry, Trigonometry]",
17-11-24-B, Q30,,4,0,"[4,5,5,4,5,4,5,3,4,4, 3]", "[Calculus, Integrals, Trigonometry, Piecewise Functions]"
18-11-16-A, Q1,,2,1,"[2,2,4,1,5,2,5,2,3,3, 3]", "[Exponents, Fractional Powers, Multiplication]",,
18-11-16-A, Q2,,2,1,"[2,2,4,1,5,2,5,2,3,3, 3]", "[Set Theory, Set Difference]",,,
18-11-16-A, Q3,,2,1,"[3,3,5,2,5,3,5,3,4,3, 4]", "[Limits, Rational Functions]",,,
18-11-16-A, Q4,,3,0,"[3,3,4,3,4,3,5,3,4,3, 4]", "[Function Composition, Function Evaluation]",,,
18-11-16-A, Q5,,3,1,"[3,3,4,3,5,3,5,3,4,3, 4]", "[Arithmetic Sequences, Sequence Terms]",,,
18-11-16-A, Q6,,3,1,"[3,3,5,3,5,3,5,3,4,3, 4]", "[Binomial Theorem, Polynomial Expansion, Coefficients]",,
18-11-16-A, Q7,,3,1,"[3,3,4,3,4,3,5,3,4,3, 4]", "[Limits, Left-Hand Limits, Right-Hand Limits, Function Graph Interpretation]",
18-11-16-A, Q8,,3,1,"[3,4,5,3,5,3,5,3,4,3, 4]", "[Probability, Mutually Exclusive Events, Complements, Intersection of Events]",
18-11-16-A, Q9,,3,1,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Derivatives, Maxima and Minima, Polynomial Functions]",,
18-11-16-A, Q10,,3,0,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Probability, Probability Density Function, Integration]",,
18-11-16-A, Q11,,3,1,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Inequalities, Logical Implications, Quadratic Inequality]",,
18-11-16-A, Q12,,3,0,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Statistics, Confidence Interval, Normal Distribution, Z-Scores]",
18-11-16-A, Q13,,3,1,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Recurrence Relations, Sequences, Summation]",,
18-11-16-A, Q14,,4,0,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Calculus, Derivatives, Fundamental Theorem of Calculus, Integration]",
18-11-16-A, Q15,,4,1,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Logarithms, Natural Numbers, Exponents]",,
18-11-16-A, Q16,,4,1,"[5,5,5,4,5,3,5,3,4,3, 4]", "[Geometry, Limits, Circles, Areas, Infinite Series]"
18-11-16-A, Q17,,4,1,"[5,5,5,4,5,3,5,3,4,3, 4]", "[Calculus, Integration, Periodic Functions, Area under Curves]",
18-11-16-A, Q18,,4,1,"[5,5,5,4,5,3,5,3,4,3, 4]", "[Probability, Random Walk, Conditional Probability]",,
18-11-16-A, Q19,,4,1,"[5,5,5,4,5,3,5,3,4,3, 4]", "[Combinatorics, Functions, Set Theory, Counting Principles]",
18-11-16-A, Q20,,4,1,"[5,5,5,4,5,3,5,3,4,3, 4]", "[Functions, Asymptotes, Intersections, Geometry, Coordinate Geometry]"
18-11-16-A, Q21,,4,1,"[5,5,5,4,5,3,5,3,4,3, 4]", "[Functions, Cubic Functions, Continuous Functions, Equations, Algebra]"
18-11-16-A, Q22,,3,1,"[3,3,5,2,5,2,5,2,3,3, 3]", "[Permutations, Combinations, Basic Counting Principles]",,
18-11-16-A, Q23,,3,1,"[3,3,5,2,5,2,5,2,3,3, 3]", "[Calculus, Derivatives, Polynomial Functions]",,
18-11-16-A, Q24,,3,1,"[4,4,4,3,5,3,5,3,4,3, 4]", "[Geometric Sequences, Series, Algebra]",,
18-11-16-A, Q25,,3,1,"[4,4,4,3,5,3,5,3,4,3, 4]", "[Calculus, Integration, Absolute Value Functions]",,
18-11-16-A, Q26,,4,1,"[5,5,5,4,5,3,5,3,4,3, 4]", "[Functions, Graphs, Intersection, Algebra, Square Roots]"
18-11-16-A, Q27,,4,1,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Kinematics, Calculus, Acceleration, Derivatives, Polynomials]"
18-11-16-A, Q28,,4,0,"[5,5,5,3,5,3,5,3,4,3, 4]", "[Probability, Combinatorics, Permutations, Arrangements]",
18-11-16-A, Q29,,4,1,"[4,5,5,3,5,3,5,3,5,3, 5]", "[Sequences, Arithmetic Sequences, Geometric Sequences, Absolute Value]",
18-11-16-A, Q30,,4,1,"[4,4,4,3,4,3,5,3,5,3, 5]", "[Cubic Functions, Quadratic Functions, Tangents, Slopes, Inequalities]"
18-11-16-B, Q1,,2,1,"[2,3,4,1,5,2,5,2,3,3, 2]", "[Vectors, Arithmetic Operations, Scalar Multiplication]",,
18-11-16-B, Q2,,2,1,"[4,5,5,2,5,3,5,4,4,4, 4]", "[Limits, Calculus, L'Hôpital's Rule, Algebraic Manipulation]",
18-11-16-B, Q3,,2,1,"[3,4,5,2,5,3,5,3,3,3, 3]", "[Coordinate Geometry, Section Formula, Algebra]",,
18-11-16-B, Q4,,3,1,"[3,3,5,2,5,3,5,3,4,3, 3]", "[Probability, Set Theory, Complementary Events]",,
18-11-16-B, Q5,,3,1,"[5,4,5,3,5,4,5,4,4,4, 5]", "[Exponential Functions, Logarithmic Functions, Transformations, Symmetry]",
18-11-16-B, Q6,,3,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Conic Sections, Parabolas, Distance Formula, Geometry]",
18-11-16-B, Q7,,3,0,"[4,5,5,2,5,3,5,3,4,4, 4]", "[Differentiation, Exponential Functions, Tangent Line, Calculus]",
18-11-16-B, Q8,,3,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Probability, Binomial Distribution, Variance, Expectation]",
18-11-16-B, Q9,,3,1,"[5,5,5,2,5,3,5,4,4,4, 4]", "[Inverse Functions, Derivatives, Exponential Functions, Calculus]",
18-11-16-B, Q10,,3,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Probability, Number Theory, Combinatorics]",,
18-11-16-B, Q11,,3,0,"[5,4,5,3,5,4,5,4,4,4, 5]", "[Quadratic Equations, Trigonometry, Discriminant, Inequalities]",
18-11-16-B, Q12,,3,1,"[4,4,5,3,5,3,5,3,4,4, 4]", "[Combinatorics, Permutations, Distributions, Inequalities]",
18-11-16-B, Q13,,3,0,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Coordinate Geometry, Planes, Intersection, Parametric Equations]",
18-11-16-B, Q14,,4,0,"[5,4,5,3,5,4,5,4,4,4, 4]", "[Quadratic Functions, Inequalities, Exponents, Algebra]",
18-11-16-B, Q15,,4,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Probability, Normal Distribution, Conditional Probability, Z-Score]",
18-11-16-B, Q16,,4,1,"[5,5,5,3,5,4,5,4,4,4, 5]", "[Functional Equations, Integrals, Substitution, Calculus]",
18-11-16-B, Q17,,4,1,"[5,5,5,3,5,4,5,4,4,4, 5]", "[Combinatorics, Functions, Counting Principles, Set Theory]",
18-11-16-B, Q18,,4,1,"[5,4,5,3,5,4,5,4,4,4, 5]", "[Geometry, Limits, Trigonometry, Area Calculation]",
18-11-16-B, Q19,,4,0,"[5,5,5,3,5,4,5,4,4,4, 5]", "[3D Geometry, Tetrahedron, Perpendiculars, Area Calculation]",
18-11-16-B, Q20,,4,0,"[5,5,5,3,5,4,5,4,4,4, 5]", "[Trigonometry, Tangent Line, Curve Analysis, Inequalities]",
18-11-16-B, Q21,,4,1,"[5,5,5,3,5,4,5,4,4,4, 5]", "[Differentiation, Functional Equations, Calculus, Substitution]",
18-11-16-B, Q22,,3,1,"[2,1,5,1,5,2,5,1,3,3, 3]", "[Permutations, Combinations, Basic Algebra]",,
18-11-16-B, Q23,,3,1,"[2,1,5,1,5,2,5,1,3,3, 3]", "[Trigonometry, Secant, Tangent, Algebra]",
18-11-16-B, Q24,,3,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Parametric Equations, Acceleration, Velocity, Trigonometry]",
18-11-16-B, Q25,,3,1,"[4,3,5,2,5,3,5,3,4,4, 4]", "[Integration, Trigonometry, Substitution, Algebra]",
18-11-16-B, Q26,,4,1,"[5,5,5,3,5,4,5,4,4,4, 5]", "[Statistics, Confidence Interval, Normal Distribution, Sample Mean]",
18-11-16-B, Q27,,4,1,"[5,5,5,3,5,4,5,4,4,4, 5]", "[Probability, Independence, Divisors, Dice]",
18-11-16-B, Q28,,4,1,"[5,5,5,3,5,4,5,4,4,4, 5]", "[Ellipses, Geometry, Distance, Circle, Intersections]"
18-11-16-B, Q29,,4,0,"[5,5,5,3,5,4,5,4,4,4, 5]", "[Vector Geometry, Triangles, Area, Coordinates, Linear Combinations]"
18-11-16-B, Q30,,4,1,"[5,5,5,3,4,4,5,4,4,4, 5]", "[Cubic Functions, Derivatives, Trigonometric Functions, Optimization, Algebra]"
19-11-15-A, Q1,,2,1,"[3,2,5,1,5,2,5,2,4,2, 3]", "[Vector Operations, Linear Algebra]",
19-11-15-A, Q2,,2,1,"[4,4,5,2,5,2,5,3,5,2, 4]", "[Limits, Calculus]",
19-11-15-A, Q3,,2,1,"[4,3,5,3,5,3,5,3,5,2, 4]", "[Coordinate Geometry, Distance Formula]",
19-11-15-A, Q4,,3,1,"[3,3,5,2,5,2,5,3,4,3, 4]", "[Polynomial Expansions, Binomial Theorem]",
19-11-15-A, Q5,,3,1,"[4,4,5,3,5,3,5,3,5,2, 4]", "[Implicit Differentiation, Calculus]",
19-11-15-A, Q6,,3,1,"[3,3,5,2,5,3,5,3,4,3, 3]", "[Probability, Combinatorics]",
19-11-15-A, Q7,,3,1,"[4,4,5,3,5,3,5,4,5,3, 4]", "[Trigonometric Equations, Inequalities]",
19-11-15-A, Q8,,3,0,"[4,4,5,3,5,2,5,3,5,3, 4]", "[Definite Integrals, Calculus]",
19-11-15-A, Q9,,3,1,"[4,4,5,3,5,3,5,3,5,2, 4]", "[Parametric Equations, Calculus]",
19-11-15-A, Q10,,3,0,"[4,4,5,3,5,3,5,3,5,2, 4]", "[Trigonometry, Geometry]",
19-11-15-A, Q11,,3,0,"[4,3,5,3,5,3,5,3,4,3, 4]", "[Differentiation, Calculus]",
19-11-15-A, Q12,,3,1,"[5,5,5,3,5,4,5,4,5,2, 4]", "[Integration, Volume of Solids]",
19-11-15-A, Q13,,3,0,"[5,4,5,4,5,4,5,4,5,3, 5]", "[Ellipses, Geometry, Area Calculation]"
19-11-15-A, Q14,,4,0,"[4,3,5,3,5,4,5,3,5,3, 4]", "[Probability, Statistics, Variance]"
19-11-15-A, Q15,,4,0,"[4,3,5,3,5,3,5,3,5,3, 4]", "[Exponential Functions, Geometry, Perpendicular Lines]"
19-11-15-A, Q16,,4,1,"[4,3,5,2,5,3,5,3,4,3, 4]", "[Combinatorics, Diophantine Equations]",
19-11-15-A, Q17,,4,1,"[5,4,5,3,5,3,5,4,5,3, 5]", "[Geometric Optimization, Triangle Geometry]",
19-11-15-A, Q18,,4,0,"[5,3,5,3,5,3,5,3,4,3, 4]", "[Normal Distribution, Probability]",
19-11-15-A, Q19,,4,0,"[5,4,5,4,5,4,5,4,5,3, 5]", "[Circle Geometry, Lengths, Geometric Relationships]"
19-11-15-A, Q20,,4,0,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Probability, Combinatorics]",
19-11-15-A, Q21,,4,0,"[5,4,5,4,5,4,5,4,5,3, 5]", "[Differentiability, Integrals, Functions]"
19-11-15-A, Q22,,3,1,"[3,3,5,2,5,3,5,3,4,3, 3]", "[Differentiation, Logarithmic Functions]",
19-11-15-A, Q23,,3,1,"[3,3,5,2,5,3,5,3,4,3, 3]", "[Binomial Distribution, Statistics]",
19-11-15-A, Q24,,3,1,"[5,4,5,3,5,3,5,4,5,2, 5]", "[Geometry, Limits, Circle Tangency]"
19-11-15-A, Q25,,3,0,"[4,4,5,3,5,3,5,3,4,3, 4]", "[Probability, Binomial Distribution, Combinatorics]"
19-11-15-A, Q26,,4,1,"[5,4,5,4,5,3,5,3,5,3, 5]", "[Inverse Functions, Differentiation, Chain Rule]"
19-11-15-A, Q27,,4,0,"[5,4,5,3,5,3,5,4,5,3, 5]", "[Geometric Projections, Tetrahedron, Area Calculation]"
19-11-15-A, Q28,,4,0,"[5,4,5,3,5,3,5,3,5,3, 4]", "[Combinatorics, Counting Principles]",
19-11-15-A, Q29,,4,0,"[5,4,5,3,5,3,5,4,5,3, 5]", "[Geometry, Volume, Tetrahedron]"
19-11-15-A, Q30,,4,0,"[5,4,5,3,5,3,5,3,5,3, 5]", "[Curve Intersection, Differentiation, Function Calculation]"
19-11-15-B, Q1,,2,1,"[2,2,4,1,5,2,5,2,3,3, 3]", "[Exponents, Multiplication]",,,
19-11-15-B, Q2,,2,1,"[3,4,5,2,5,3,5,3,3,3, 4]", "[Set Theory, Algebra]",,,
19-11-15-B, Q3,,2,1,"[4,4,5,3,5,4,5,3,4,4, 4]", "[Limits, Algebra, Rational Functions]",,
19-11-15-B, Q4,,3,0,"[3,3,5,2,5,3,5,3,4,4, 4]", "[Functions, Function Composition]",,,
19-11-15-B, Q5,,3,1,"[4,4,5,3,5,3,5,3,4,4, 4]", "[Probability, Set Theory]",,,
19-11-15-B, Q6,,3,1,"[4,4,5,3,5,3,5,3,4,4, 4]", "[Algebra, Equations]",,,
19-11-15-B, Q7,,3,1,"[4,3,5,3,5,3,5,3,4,4, 4]", "[Functions, Inverse Functions, Algebra]",,
19-11-15-B, Q8,,3,0,"[4,4,5,3,5,4,5,3,4,4, 4]", "[Limits, Functions, Graphs]",,
19-11-15-B, Q9,,3,1,"[4,3,5,3,5,3,5,3,4,4, 4]", "[Probability, Conditional Probability]",,,
